Date,Location,Country,Text,Sentiment
Sun Jan 10 14:02:57 PST 2010,Boston/Honolulu/D.C./Germany,United States,#lunch #chicken #tacos tossed the chicken in a pan last night while I made dinner. Sliced it up when… http://t.co/NDDUjD1r2W,neg
Sat Nov 10 03:58:35 PST 2012,Cornwall,United Kingdom,boiled egg and soldiers breakfast this morning in my dalmatian eggcup 🐔 #dalmatian #food #breakfast… http://t.co/edA6e4CK7A,pos
Mon Feb 27 00:53:42 PST 2012,"Selangor, Malaysia",Malaysia,"Sushi Bonanza with my best friend stellalalasim ,-)  #sushi #sushiking #dinner @ Sushi King http://t.co/8UV6dRhIbo",pos
Tue Apr 21 20:26:38 PDT 2015,Singapore,Singapore,Crispy pork belly #porkbelly #pork #lunch #foodstagram #foodpics #foodporn #igsg #sgig #sgfoodies… http://t.co/XcB1N4wEbc,pos
Sun Oct 02 00:52:54 PDT 2011,NIL,Egypt,So hungry anticipating my dinner 😍 #dinner #japanese #food #hungry #plazasingapura #itacho @ Itacho Sushi http://t.co/W94VC2kbzN,pos
Fri Feb 08 02:13:05 PST 2013,Johannesburg South Africa,South Africa,Second seafood platter #lunch #catering #corporate #seafood http://t.co/kqFotcRMJo,neg
Thu Jun 18 05:58:24 PDT 2015,Up in the Air,Philippines,This is MY Happy Hour ☺️😘❤️ #sushi #dinner #dindins @ Sushi King http://t.co/d7MWBOxOs6,pos
Wed May 22 19:53:52 PDT 2013,"Raleigh, NC",United States,Pumpkin pie flavored oatmeal compliments of @myoatmealstore #breakfast #oatmealsouffle #myoatmeal.com… http://t.co/CRgdBVtvTm,pos
Mon May 18 03:34:25 PDT 2015,"Pasig City , Philippines",Philippines,Teriyaki Boy atm w/ gelo and en. #dinner,pos
Sat Apr 20 02:41:50 PDT 2013,NIL,Egypt,"Chocolate Pumpkin Croissants for #breakfast, or maybe #dessert! What are you having? http://t.co/6nDwc7XVtG #vegan #veganbreakfast",neg
Tue Aug 20 11:06:07 PDT 2013,Luton,United Kingdom,RT @tez777: Aced it!! Chicken and peanut noodle stir-fry #nofilter #dinner #somethingdifferent #chicken #yum http://t.co/Omeyz4q3x9,pos
Thu Mar 03 08:15:18 PST 2011,"Oxford, UK",United Kingdom,"Now, will you go for the Baked Chicken with onions, mushrooms & cream; or the Leek & Mozzarella Risotto Cake? Decisions, decisions...#lunch",pos
Fri Aug 06 05:36:18 PDT 2010,@underground_Jay 's heart,United States,"by @p31catering Second seafood platter #lunch #catering #corporate #seafood"" via instareposts http://t.co/RbiN1O6emD""",neutral
Sun Apr 18 06:56:15 PDT 2010,"Jasaan,Mis.Or.",United States,"Slice, bread, fry and serve with @lifeasbryan. 🐙🍴❤😁 #dinner @ Cocina de la Casa Salcedo http://t.co/t35oLxj1y7",neutral
Mon Jun 13 06:50:10 PDT 2011,London,United Kingdom,Loving our first meal @gallusempire! Thanks guys!! Chicken was delish! #chicken #london #lunch http://t.co/SLlwbXiIfv,pos
Fri Jan 28 03:06:17 PST 2011,Pasay City,Philippines,Tuna w egg 👌#dinner😋#missedthis #healthy #yummy @ dorm http://t.co/1froqkrcmX,pos
Sun Nov 11 12:51:03 PST 2012,NIL,Egypt,Tandoori chicken salad wrap and a fresh oj :) #lunch,neutral
Thu May 10 21:06:09 PDT 2012,Kuala lumpur,Malaysia,Blupppp:-) #dinner #wiflove #sushiking @ Sushi King http://t.co/kSNpqrT6ng,neg
Fri Sep 11 21:38:31 PDT 2015,Guam,Guam,pork belly + veggie #stirfry 😋 #homemade #dinner #nomz #fooddiary #igdaily #igaddict #iphonesia http://t.co/jJ4siNUPfj,neg
Wed Jul 08 03:17:42 PDT 2015,"Umhlanga Rocks, Durban, ZA",South Africa,RT @LadyKirst: Nothing beats a meeting over breakfast at the Oyster Box 😍 #breakfast #bythesea #lighthouse #hotel… http://t.co/a1TCoLPuyE,neg
Tue Jan 08 12:31:05 PST 2013,"New York, NY",United States,"#breakfast ! / 2 eggs, 2 egg whites, spinach, natural turkey sausage, apple and almond butter! #choose… http://t.co/Sa7DPmUoKT",neg
Fri Jul 17 07:31:32 PDT 2015,"ÜT: 10.461757,-66.830161",United States,Chicken & Asparagus Risotto. Made by me 😊 #lunch #home #risotto #asparagus #delicious @ Madrid http://t.co/MZdBKuMn8y,pos
Sat Mar 24 10:06:27 PDT 2012,Hastings,United Kingdom,Something very comforting about beans on toast with proper poached-in-boiling-water poached egg #lunch http://t.co/CtfxuwNg39,pos
Mon Jun 13 01:44:30 PDT 2011,Princes Square Glasgow,United States,"Ditch the diet this lunch time, try our Beef Burger and Skinny Fries! http://t.co/uuYkcF4ixj #darcysglasgow #lunch",neutral
Sun Sep 29 18:51:17 PDT 2013,NIL,Egypt,#twye one fried egg & watermelon #breakfast #healthyliving http://t.co/8DJJTC5E7q,neg
Wed Apr 07 06:35:18 PDT 2010,Philippines,Philippines,"Experimental dish for tonight's #dinner. Chicken breasts slowly boiled and cooked in water, oil, black… http://t.co/NqVLewlX4L",neutral
Wed Apr 07 06:35:18 PDT 2010,Philippines,Philippines,"Photo: Experimental dish for tonight’s #dinner. Chicken breasts slowly boiled and cooked in water, oil,... http://t.co/cjysZFVVfU",neutral
Fri Aug 23 08:52:18 PDT 2013,Petaling jaya ,Malaysia,柠檬鸡柳意粉 Stirred Fried lemon grass chicken Spaghetti.  That is my dinner #wongkok #pavilion #dinner #OT… http://t.co/c4x3zth9Wz,neg
Wed Dec 07 11:19:39 PST 2011,"Jacksonville, NC",United States,Salmon and egg whites! #breakfast #fuel #healthychoices #yummy #cleaneating #goodmorning #sizehealthy http://t.co/eq6pUCHjhS,pos
Wed Dec 07 11:19:39 PST 2011,"Jacksonville, NC",United States,Salmon and egg whites! #breakfast #fuel #healthychoices #yummy #cleaneating #goodmorning #sizehealthy http://t.co/HTgEz1HvYi,pos
Mon Dec 10 07:46:48 PST 2012,NIL,Egypt,Curried chicken bagel with rice #dinner #food #amazing http://t.co/q7MYz9q3Xg,pos
Fri Dec 30 01:36:50 PST 2011,"Toronto, CANADA",Canada,Spinach Mashed Potatoes w Pork Chop !!! #yummy#yummy#liko#liko #pal#lunch #lov#cook http://t.co/2IopiQGLf2,pos
Mon Jan 18 02:53:59 PST 2010,"Perth, Western Australia",Australia,Sticky chinese chiken #dinner #homemade #chinese #chicken http://t.co/2uJ1rNbCbN,neutral
Wed Mar 09 07:48:45 PST 2011,Cape Town,South Africa,#cticc #Best #Lunch #ever! Wow compliments to the chef who made the Lunch for the 16th IUAPPA conference! Wow sushi was divine!,pos
Wed Feb 11 14:16:35 PST 2009,"Everton, Doncaster",United States,"Mmmm....homemade roast squash, sweet potato & chilli soup #veggies #winter #foodporn #lunch http://t.co/KieFo6V3tC",pos
Fri Dec 30 01:36:50 PST 2011,"Toronto, CANADA",Canada,Spinach Mashed Potatoes w Pork Chop !!! #cooking 6:10 am  #pal#lunch  #lov#cook  #yummy#liko  chchlv http://t.co/Y1hKzoIiYi,pos
Thu Dec 08 08:47:26 PST 2011,FY5,United Kingdom,Seafood Heaven #BeachHouse #love #lunch http://t.co/bNYFAQL9Sk,pos
Wed Mar 03 04:10:42 PST 2010,"LB of H, W LDN",United States,#lunch #mealtalk RT @FrankAnne1: @dan_DNA A savoury roll (salami and stuff) followed by a sweet roll (honey). That's how I roll.,neg
Wed Apr 25 10:31:15 PDT 2012,oh sehun's pants ,United States,I'm not a spicy chilli type ;( #food #foodporn #chilli #IDKIHATECHILLIES #dinner #instafood #FOOD… http://t.co/iqnKWxRaBS,neutral
Wed Oct 26 20:39:07 PDT 2011,fort lauderdale,United States,#why did the #chicken cross the #road. Why do I keep seeing chicken in the #city. Can u say #dinner ? http://t.co/A96rTYYzsf,neutral
Fri Sep 20 14:10:35 PDT 2013,NIL,Egypt,Yum #dinner is Chicken Piccata http://t.co/ZvXv1mb6c2 ##thisiswhyimfull,pos
Sat Aug 01 18:52:14 PDT 2015,"Rota, Northern Mariana Islands",Northern Mariana Islands,cooked me some fried chicken and fries #yummy #dinner #thursday,pos
Wed Jul 20 09:31:42 PDT 2011,behind home⚾,India,"egg whites , protein shake , recovery drink . #Breakfast 🍴",pos
Sun Oct 11 12:39:55 PDT 2015,Tallinn,Estonia,Chicken with #mashed #potatoes for my #lunch <3 http://t.co/vrov9C1ebh,pos
Wed Apr 29 01:20:59 PDT 2015,Borneo Jungle,United States,lunchies - somebunny was craving beef salad @pank_pank @bebe_imoet dewiliutanto #foodporn #lunch… http://t.co/m0xsQFqq9n,pos
Thu Sep 24 08:57:35 PDT 2015,manila,Philippines,#dinner #thursdate @ BonChon Chicken http://t.co/UrC6vGMbQv,neg
Mon Apr 13 08:55:39 PDT 2015,Texas,United States,{What's for #dinner tonight?} Fall for one delicious Chicken Dumpling Casserole! http://t.co/cHjqVC5Vng,neutral
Sun Sep 12 07:11:11 PDT 2010,"quezon city, philippines",Philippines,Ini ang Inasal! :) #dinner #libre #friends #thankyoujonz @twitchamps @kreyz04 @ Bacolod Chicken Inasal http://t.co/XHWyJQp051,neutral
Tue Aug 20 11:06:07 PDT 2013,Luton,United Kingdom,RT @Hannah_HandJ: Loving our first meal @gallusempire! Thanks guys!! Chicken was delish! #chicken #london #lunch http://t.co/SLlwbXiIfv,pos
Wed Aug 05 21:24:19 PDT 2015,"Martinsburg, WV",United States,Vegan Scrambled Egg Sandwich? http://t.co/MjMd4lkCq1 #vegan #vegetarian #breakfast #sandwich #recipe,neg
Thu Nov 11 15:48:09 PST 2010,NIL,Egypt,Dumpling noodle soup :) #foodporn #dinner http://t.co/YPkx84BxwE,neutral
Wed Sep 28 13:40:40 PDT 2011,Edinburgh,United Kingdom,Regretting that coronation chicken baguette. Absolute boak. #lunch #canteen,neg
Sun Feb 08 18:51:23 PST 2009,Indonesia,Indonesia,"Nasi gila w/a side of beef jerky, wash it down w/NutriSari, top it off w/choco-banana martabak! #FRESH #BreakFast http://t.co/UA5tTHODNM",pos
Sun Jul 14 15:44:25 PDT 2013,"London, Chelsea",United States,Dim sum on the terrace #dimsum #london #lunch #chelsea @ Bo Làng http://t.co/cysz4f3SM1,neg
Mon Nov 08 22:30:05 PST 2010,Kuala Lumpur,Malaysia,Teriy Chicken Bento.! #haizal #shokujibentohouse #Japanese #food #dinner #evening #sedapgila… http://t.co/EDRhxU0aKX,neutral
Sat Nov 24 04:49:26 PST 2012,Kuala Lipis,Malaysia,"RT @jeom: Nasi gila w/a side of beef jerky, wash it down w/NutriSari, top it off w/choco-banana martabak! #FRESH #BreakFast http://t.co/UA5…",pos
Fri Jan 07 08:53:39 PST 2011,Global,Canada,RT @Bethany1202: Vegan Scrambled Egg Sandwich? http://t.co/MjMd4lkCq1 #vegan #vegetarian #breakfast #sandwich #recipe,pos
Sun Dec 09 23:29:36 PST 2012,NIL,Egypt,Reason I love the UK no. 103637. BBQ Pork Ribs £5.50. #lunch #uk #london #pork #ribs #whydidieatdonuts http://t.co/4C0t5fIKqI,pos
Sun Jun 02 06:40:35 PDT 2013,NIL,Egypt,Forgot to post #dinner last night... turkey burger with homemade teriyaki and sriracha wasabi mayo.… http://t.co/vULZhviher,neg
Sat May 30 02:06:55 PDT 2015,Manila,Philippines,Eating out! Having Chinese tonight. #reward #dinner,neg
Wed Aug 10 22:08:55 PDT 2011,"Uxbridge, Ontario CANADA",Canada,RT @Bethany1202: Vegan Scrambled Egg Sandwich? http://t.co/MjMd4lkCq1 #vegan #vegetarian #breakfast #sandwich #recipe,pos
Wed Feb 24 07:39:26 PST 2010,Malaysia,Malaysia,Chicken Kiev for dinner. #instapic #instafood #instadaily #foodporn #dinner #holiday @ La Casa http://t.co/cncRCFR67C,pos
Sun Aug 01 19:29:30 PDT 2010,Davao City,Philippines,Pork Belly fey yer eyes. Lol! #dinner #foodporn #food #nofilter http://t.co/YjYKK1dK34,pos
Wed Feb 08 10:28:49 PST 2012,leicestershire,United Kingdom,Egg May Salad #egg #mayo #salad #tomato #carrot #lettuce #crispyonions #paprika #lunch http://t.co/l3u1xkt6FQ,pos
Sat Dec 05 20:18:55 PST 2009,N 14� 35' 0'' / E 121� 5' 0'',United States,Shabu-shabu for dinner. :-) #foodporn #noodles #dinner #mrube @ Mr. Ube rice & noodle house http://t.co/7NTLGk80pW,neg
Mon Aug 02 19:04:33 PDT 2010,"kuching,sarawak",Malaysia,Chicken Porridge♥ #kuching #chicken #porridge #dinner #family #delicious #Nice #great #love #egg… http://t.co/intJ9rRrWq,pos
Fri Mar 06 15:10:29 PST 2009,"3 stores - Milwaukee, WI area",United States,Chicken Mulligatawny. You know what to do. We have spoons. #soup #lunch #coop #mke,neg
Fri Jul 24 19:21:12 PDT 2015,"Brisbane, Australia",Australia,Beef steak #dinner #beef #wedges #mushroomsauce #yummy #wishuwere @ Sizzler (ซิซซ์เลอร์) http://t.co/DZr8osM1ib,neutral
Wed Sep 22 04:07:12 PDT 2010,NIL,Egypt,"Love wildways! All organic and homemade, mushroom soup and chicken ceaser wrap #Lunch #Nom http://t.co/EB8p1zYhYt",pos
Tue Jul 09 19:38:19 PDT 2013,"Chicago, IL",United States,Love pumpkin season #breakfast #pumpkin #fall #smellofskinny #thursday http://t.co/QUyhHdUvDw,pos
Mon Feb 28 21:44:01 PST 2011,NIL,Egypt,Got breakfast for the first time in a while. The meat of the day was Toad's creamed chipped beef corn beef hash combo can. #toads #breakfast,neg
Wed Nov 11 04:35:13 PST 2009,Korea,Japan,fry rice #dinner #tonight http://t.co/QE4FWGHtOQ,neg
Tue Sep 17 21:42:38 PDT 2013,NIL,Egypt,What's for #dinner? Here's an idea! Lemon Chicken and Spinach http://t.co/InOunLOgTG ##thisiswhyimfull,pos
Thu Oct 11 04:19:11 PDT 2012,"Downtown Clearwater, Florida",United States,Biscuits & Gravy with Pumpkin Spice Hot or Iced Coffee - 4.75) - more #Breakfast Specials here: http://t.co/xbxkBKLfp8,neg
Fri Mar 16 09:58:05 PDT 2012,Swansea,United Kingdom,Leftover Chinese for lunch ;D #Chinese #food #delicious #lunch http://t.co/fHQr4iKnBv,pos
Wed Jun 01 14:13:04 PDT 2011,"Appleton, WI",United States,A Peek Into My Paradise: Pumpkin Spice Banana Bars Recipe #Fall #Breakfast #Dessert http://t.co/5ir3FVJPLH,pos
Wed Sep 11 07:42:58 PDT 2013,NIL,Egypt,Pumpkin pie in a cup!!! #breakfast http://t.co/sJXZTJpic3,pos
Fri Apr 19 06:46:30 PDT 2013,NIL,Egypt,"#breakfast -- turkey bacon, egg and cheese burrito (in a low carb wrap of course!) #coffee and… http://t.co/JeczoHdi5k",pos
Mon Jan 17 05:04:26 PST 2011,Omagh,United Kingdom,A bite to eat in The Melting Pot at Omagh Enterprise. #food #dinner #lunch #breakfast #tasty http://t.co/enyrN4YCEm,pos
Thu Mar 28 12:44:40 PDT 2013,260 E Basse Rd #101 ,United States,@jessicaram8 looks like a win to me! Now all u need is sushi for #lunch!,pos
Sun Feb 26 08:16:39 PST 2012,NIL,Egypt,Pumpkin pie in a cup! #breakfast http://t.co/qI1z90DSED,pos
Thu Jun 14 17:04:18 PDT 2012,NIL,Egypt,"Dinner. Green smoothie: pineapple, papaya, lettuce with soy milk... And grapes on the side! #dinner… http://t.co/HNdWdHjBzh",neutral
Wed Sep 21 22:21:56 PDT 2011,The Big Apple,Italy,I Absolutely Love PUMPKIN SPICE😋 #Breakfast #GoodMorning http://t.co/f62JAqtLmS,neutral
Fri Jan 06 10:14:39 PST 2012,Tuscaloosa|DM(V) life is perff,United States,Sorry American lit but another broken egg won this morning. #breakfast #bfftime #goodmorning #ttown,neg
Mon Sep 06 07:44:51 PDT 2010,"Miami, Florida",United States,Egg white omelet with asparagus and roasted turkey :) gooood morning !!! #breakfast #importantmeal… http://t.co/6pNfvswt5G,neutral
Sat Dec 03 05:08:54 PST 2011,024/0274,Czech Republic,chicken maryland + baby potato #foodporn #instafood #dinner @ Parsley Bakery Cake Shop and Resto http://t.co/PRR00i5sPQ,pos
Fri Aug 13 19:32:25 PDT 2010,"Providence, RI",United States,#Day3 #Breakfast Excited to try the fall pumpkin pie donut! #FallFavorites http://t.co/FzrxsL1uNM,neg
Fri Jul 22 13:09:12 PDT 2011,"Newport Beach, CA",United States,RT @Bethany1202: Vegan Scrambled Egg Sandwich? http://t.co/MjMd4lkCq1 #vegan #vegetarian #breakfast #sandwich #recipe,pos
Sun Feb 26 10:05:12 PST 2012,Shah Alam ✈ Sri Iskandar,United States,Jemput makan :) Chengal Chicken Stick :) #dinner #family http://t.co/jdSkTB6jTC,neutral
Thu Aug 12 22:50:20 PDT 2010,NIL,Egypt,1차맘마😌 #mamma #dinner #noodle #pasta #tomato #asianfood #lounge #korea #해물누릉지파스타🙊 @ My Noodle http://t.co/6pPsEzjuHc,neutral
Sun Nov 29 13:06:44 PST 2009,"ENGLAND, UK",United Kingdom,Who knew lettuce and chicken could be so bloody filling? #lunch,pos
Wed Jul 20 12:32:39 PDT 2011,Dopehood,United States,Chicken and ___________?#lunch,pos
Wed Sep 23 02:31:19 PDT 2015,Bristol,United Kingdom,Check out my adorable egg cups! #lunch http://t.co/nInuger544,pos
Sun Jun 28 19:50:10 PDT 2015,Atlanta,United States,I forgotten how good chickfila chicken biscuits are... Yum! #ChickFilA #kennesaw #KSU #breakfast,pos
Mon Sep 24 06:11:58 PDT 2012,Farah's heart ♡,United States,Nasi Goreng Chicken Chop #Dinner http://t.co/Ac9OvHxBYT,neg
Tue Feb 07 18:36:44 PST 2012,NIL,Egypt,Cookin Cheese Jambalaya with shrimp chicken and sausage for my boys!!!!#Dinner!!!,pos
Sat Aug 01 15:07:37 PDT 2015,Freeport Bahamas,Bahamas,Chicken Souse and Johnny Bread #breakfast http://t.co/DSY0oPK5qn,pos
Mon Sep 28 02:32:14 PDT 2015,southern philippines,Philippines,Beef brisket pantawid gutom :)) #dinner http://t.co/SiG80SfOJQ,pos
Fri Aug 06 23:30:01 PDT 2010,Coventry,United Kingdom,Half a roast chicken £2.90 already stocked up on mexican rice and nandos hot sauce #tesco #perfect #lunch,pos
Mon May 02 06:31:16 PDT 2011,Asia,global,Chicken Indulsaw for tonight. 🍴 #dinner http://t.co/TemWD3g1bG,pos
Fri Jul 15 09:51:56 PDT 2011,Surabaya,Indonesia,big crab🙀😻 #happy #dinner #food #l4l #likeforlike @ Istana Berkat Seafood Restaurant http://t.co/ami1JDi6Kb,pos
Thu Aug 19 09:38:12 PDT 2010,Singapore,Singapore,Bak kut teh o'clock. That's pork rib soup to the uninitiated. #dinner #Foodgasm #mates… http://t.co/6dDNmPJb10,neg
Sun Sep 27 04:38:12 PDT 2015,"iPhone: 14.570477,121.129303",United States,"Dinner, tofu con lechon, no rice 😜 #dinner #thursday #eatpraylove ☺️ @ Max's Restaurant http://t.co/9JVcPKdfao",pos
Sat Apr 25 01:40:25 PDT 2015,Philippines,Philippines,"Four Cheese Ravioli & Dulong w/ capers, tomatoes and salted egg #nomnom #dinner @ Green Tomato http://t.co/I7LpOGtMRh",pos
Tue Apr 21 20:26:38 PDT 2015,Singapore,Singapore,Chicken & avocado sandwich #chicken #avocado #sandwich #today #lunch #foodstagram #foodporn #foodpics… http://t.co/geXhlwQDEd,neutral
Fri Apr 24 18:29:26 PDT 2015,"Northeast Texas, TX",United States,"Crockpot Roast New Potatoes, and Carrots {Has The Flavors of a Classic Pot Roast} #crockpot #roast #dinner #recipe... http://t.co/R5ip0A28RW",pos
Fri May 20 07:58:05 PDT 2011,NIL,Egypt,Dinner with fam; hotplate cajun chicken chop 😁🐔 #breekscafe #dinner #family #cajun #chickenchop http://t.co/2RS1HVSyiM,pos
Wed Jul 06 10:41:23 PDT 2011,Sydney,Australia,Finally a home cooked meal - chicken rice and bak choy. #homecooked #chickenrice #bakchoy #dinner… http://t.co/1NLeIX21rB,pos
Mon Jan 02 09:06:44 PST 2012,"Huntersville, NC",United States,O-M-G BEST Crockpot Chicken EVER Recipe http://t.co/anYf5EHETm #dinner #chickenrecipe,pos
Fri Jul 03 02:24:08 PDT 2015,NIL,Egypt,Cooking some dive beef steak with onion cameronchinaya #foodporn #nomnomnom #dinner http://t.co/44Nb00hRBq,pos
Fri Oct 02 07:49:25 PDT 2015,Steamy North Pole,United States,Dinner time with the Velez pips  #buffet #dinner 👍😃😎🍜🍱🍴🍗🍖🍖 @ Joven's Grill and Seafood http://t.co/olh8Y6Pgoi,neutral
Fri Feb 13 16:13:25 PST 2009,"Carol Stream, Illinois",United States,Pumpkin waffles or Boo Berry cereal? #fall #breakfast #important,neg
Thu May 09 15:46:47 PDT 2013,ATX,United States,#breakfast for me today: Pumpkin Pie Protein Oatmeal. Double tap if you'd like the recipe! What are… http://t.co/ykIio5R1Tj,pos
Wed Aug 28 22:11:41 PDT 2013,New York,United States,"Ham, cheese and egg muffin #sharedishes #food #foodpic #foodgasm #foodporn #breakfast #nyc #newyork… http://t.co/RZKDOPPJXr",neg
Fri Jul 17 05:35:00 PDT 2015,"Belfast, Northern Ireland",United Kingdom,Halloumi and chilli salad for lunch #yummy #lunch http://t.co/jS9uYqSteg,pos
Wed Mar 24 15:50:59 PDT 2010,NIL,Egypt,GooooooodMorning... I neeeeed sum of this! #breakFast #mcDonalds http://t.co/RiKAazzm25,pos
Sat Jan 29 18:44:12 PST 2011,The world God created ;),United States,14 plates of sushi :D Craving satisfied ~ #sushi #dinner #familytime #yakult #bonanza #sushiking #craving http://t.co/NIPKTLjuW8,pos
Fri Sep 27 09:15:16 PDT 2013,"Hartsville, SC",United States,#lunch special: Egg salad sandwich on wheat berry bread. Pasta salad Apple salad Potato soup Come join us for lunch!,pos
Sat Nov 24 19:27:13 PST 2012,NIL,Egypt,Mmmm! Egg sandwich and cinnamon applesauce 😊🍞 #breakfast #yummy,pos
Wed Jan 04 13:29:13 PST 2012,(410) 867 - 1510,United States,"Thursday's #Lunch: Chicken Lo Mein, Egg Rolls, BBQ Chicken, Mac & Chz, Fried Rice, Fresh Veggies, and Mashed Potatoes & Gravy",pos
Sat Nov 05 23:07:43 PDT 2011,NIL,Egypt,Pumpkin cheesecake croissant #breakfast #starbucks #pastry #laboulangle #cafe #bakery http://t.co/zQ2RmZ8v0k,neg
Sat Jan 19 20:29:18 PST 2013,NIL,Egypt,RT @zephyrus11: 14 plates of sushi :D Craving satisfied ~ #sushi #dinner #familytime #yakult #bonanza #sushiking #craving http://t.co/NIPKT…,pos
Fri Jun 08 12:18:57 PDT 2012,"Coventry, VT",United States,Chicken Pot Pie>>>>> #breakfast,pos
Mon Feb 02 00:35:08 PST 2009,"Wales, UK.",United Kingdom,Wholemeal turkey salad roll and Squares #slimmingworld #lunch #lowsyn #tasty #nomnom http://t.co/EkEcVHrRnC,pos
Sun Dec 06 05:33:19 PST 2009,Singapore,Singapore,"Dinner with my godfather, jolene and @iamjkoh ♡ #whitagram #japanese #dinner #sushi @ Ichiban Sushi http://t.co/HPH8m6Y8MV",neg
Wed Aug 28 16:59:27 PDT 2013,NIL,Egypt,RT @Bethany1202: Vegan Scrambled Egg Sandwich? http://t.co/MjMd4lkCq1 #vegan #vegetarian #breakfast #sandwich #recipe,pos
Tue Apr 07 15:16:42 PDT 2015,"Cape Town, South Africa",South Africa,a new level of balance... #steristumpie & scrambled egg for lunch...at 4pm 😆 #workb*tch #lunch #healthy http://t.co/7vrtbwZvWi,pos
Fri Dec 09 12:22:28 PST 2011,"Crestwood, KY",United States,#Paleo #breakfast! New recipe for egg muffins! #yummy #primal #fit #healthy #motivated #foodporn http://t.co/SAZDccGz2C,pos
Wed Feb 23 18:45:15 PST 2011,NIL,Egypt,Bacon egg & cheese on a croissant #Breakfast,neg
Fri Jul 26 09:24:13 PDT 2013,NIL,Egypt,Asado peking duck rice with shark's fin and milk tea. #Dinner #Libre http://t.co/ssFDjR9QQt,pos
Wed Aug 05 09:01:39 PDT 2015,Hamburg|Manila|Shanghai,United States,"Fish Sticks w/ Mashed Potatoes, Veggies & Egg #byyourstruly ##fish #lecker #yum #yummy #yumyum #lunch… http://t.co/wbyYX0StMR",pos
Mon Aug 19 20:29:36 PDT 2013,canada,Canada,mmmm egg whites topped with sliced bananas and cinnamon :) #yum #BasicallyDessert #breakfast,pos
Thu Feb 19 10:19:34 PST 2009,"Chelsea, MA",United States,What's for #dinner? Feed a crowd with @HungryGirl's healthy pulled pork #sandwich! http://t.co/SdDsh5BdlR via @greatideas,pos
Tue Sep 02 20:31:45 PDT 2008,"Gilroy, CA",United States,"#breakfast 1/2 cup cage free egg whites, 2 tsp tomatillo salsa and 1/4 avocado! Woot woot! #foodie… http://t.co/VJKMHIR9vi",pos
Thu Mar 19 20:28:24 PDT 2015,"Manila, Philippines",Philippines,"Tonight's #dinner is nachos with homemade salsa, corned beef and grated cheese! Amen! http://t.co/fsfSm9CJVQ",pos
Thu Dec 10 00:11:07 PST 2009,Washington DC,United States,i want sum eggs pancakes bacon and hashbrowns yes in that order!!! #FATboyshyt #hungryman #breakfast #DALEEE,neg
Tue Jun 30 22:09:08 PDT 2015,Jakarta,Indonesia,Chicken kuluyuk #lunch #food #instagram http://t.co/RYbTECtVYx,pos
Thu Dec 20 13:09:51 PST 2012,Southwest Missouri,United States,Need a hearty #breakfast? Look no further! 2 for $3 Steak and Egg Burritos @McD_Joplin!,pos
Mon Apr 05 00:32:34 PDT 2010,Malaysia-KL-Kepong,Malaysia,Red Wine Pork Chop! Nice! #Foodporn #Dinner #My #Life http://t.co/mc5YjiJsc2,pos
Mon Sep 17 01:08:44 PDT 2012,NIL,Egypt,Fry time! #fry #uni #girls #lunch http://t.co/UuSUB3KyRm,pos
Sun Jul 31 15:57:40 PDT 2011,NIL,Egypt,Pumpkin latte and pumpkin muffin make a dank #breakfast,neutral
Thu Mar 31 16:59:14 PDT 2011,Instagram LondonCash_,United States,RT @MRDALE1: i want sum eggs pancakes bacon and hashbrowns yes in that order!!! #FATboyshyt #hungryman #breakfast #DALEEE,neg
Fri Jan 04 13:56:37 PST 2013,"Gonzales, Louisiana",United States,Today's #lunch special: St. Louis Style #BBQ Pork Ribs with spaghetti & cheese and baked beans,pos
Wed Apr 22 11:40:45 PDT 2015,NIL,Egypt,Obligatory bacon egg and cheese pic #breakfast http://t.co/4TU35spris,neg
Thu Jun 10 14:34:36 PDT 2010,Conshohocken,United States,"Sautéed ground beef & mushrooms in marinara finished with cream with cavatelli, topped with grated Romano. Served with garlic toast!! #Lunch",pos
Thu Oct 08 00:15:31 PDT 2015,NIL,Egypt,Beef curry rice. #dinner #potd #foodspotting #foodporn #curry 😍👍🍴 @ Ate Fe's Kitchen http://t.co/hqrx10e1Vo,neg
Wed Aug 28 12:26:38 PDT 2013,"Atlanta,GA",United States,All this meowing really got me wanting Chinese #dumplings #chinese #breakfast #boobies #cats #kittens http://t.co/cnNl2slNAJ,neutral
Sun Feb 10 22:40:25 PST 2013,India ,India,RT @roxannebamboat: Yummy Chorizo rice with duck egg #food #dinner #friends #fun #goodtimes #meats #meat #yum #indulge… http://t.co/UzMjg1i…,pos
Wed Jun 13 04:55:36 PDT 2012,NIL,Egypt,Chicken burger from #chili yummy yummy #dinner #burger #tasty http://t.co/15zlwaUHq0,pos
Sat Aug 15 06:13:00 PDT 2015,Philippines,Philippines,Chicken salpicao for dinner.. laki ng serving as usual .. tummy full #food #foodporn #instapic #dinner… http://t.co/TtyKRf0fM7,pos
Wed Mar 10 08:14:39 PST 2010,GMT +7,Chile,Penfolds Wine Dinner #wine #premium #dinner #excited #exciting #jakarta #moments #events #event @ C's… http://t.co/FibZ9bsEMf,pos
Sun Jun 17 21:48:24 PDT 2012,NIL,Egypt,RT @ellynatjohnardi: Penfolds Wine Dinner #wine #premium #dinner #excited #exciting #jakarta #moments #events #event @ C's… http://t.co/Fib…,pos
