Date,Location,Country,Text,Sentiment
Tue Oct 11 22:36:41 PDT 2011,"Silt, Colorado",United States,Mini Avocado & Hummus Quesadilla Recipe {Healthy Snack} | http://t.co/2NdlYs1Gjl #snack #vegetarian http://t.co/4pHDFBqcQs,neg
Thu Oct 28 19:09:19 PDT 2010,"Silt, Colorado",United States,Mini Avocado & Hummus Quesadilla Recipe {Healthy Snack} | http://t.co/6ipni3XLiF #snack #vegetarian http://t.co/4pHDFBqcQs,neutral
Tue Oct 11 22:36:41 PDT 2011,NIL,Egypt,Hummus and a glass of Malbec #dinner,pos
Fri Nov 18 08:24:12 PST 2011,Dubai,United Arab Emirates,Homemade chapatis and shish taouk for dinner #cantbelievehoweasythatwastomake #dinner #homemade #dubai… http://t.co/7l2JB8oNlm,pos
Tue Oct 11 22:36:41 PDT 2011,"New York, NY",United States,Lamb Shawarma from @BustanNYC...is it #brunch time yet?! http://t.co/veDFJr1RY3,neg
Sun Jun 16 13:56:38 PDT 2013,Mooloolaba,Australia,"Weekend Breakfast Special...Baked Egg with beans, chorizo & Halloumi $9.90 #brunch #breakfast #yum… http://t.co/DqkkwtuBbu",pos
Fri Oct 01 20:52:43 PDT 2010,Oregon,United States,RT @HotelJerome: Green pea hummus is yummis! #greenpeahummus #jbar #prospect #snack #hoteljeromefan  #aspen #app @… http://t.co/Krpt8VQB2E,neg
Tue Oct 11 22:36:41 PDT 2011,Singapore,Singapore,"My attempt to eat #healthy #lunch in a place that is not know for it. A falafel #burger sans bun, no… http://t.co/9YFKuOA0DC",neg
Thu Sep 24 17:50:18 PDT 2015,NIL,Egypt,Avocado Hummus = so creamy + easy. You'll ... - http://t.co/WbygR2fQ5C #recipes #food #dinner http://t.co/a063T6UR83,pos
Fri Apr 10 19:59:19 PDT 2015,NIL,Egypt,Spicy beef shawarma #dinner #favorite #foodporn #instafood #love #pipino #tomato #cheese #spicy @… http://t.co/vT669305rB,pos
Wed Feb 24 04:53:07 PST 2010,"ÜT: 43.677555,-79.434179",United States,Breakfast of champions: delicious shakshouka @fswashington #fsfotog #washington #breakfast http://t.co/TWFkyiCWjH,pos
Tue May 04 06:58:07 PDT 2010,"438 Preston Street, Ottawa ON",Canada,Happy #Sunday! Join us for family #brunch #Ottawa! Try our Halloumi Omelettes and delicious Frappés!🍴☕️#evoogk #ottawafoodie #ottcity,pos
Sat Nov 07 07:32:27 PST 2009,"Ottawa, ON",Canada,RT @EvooGK: Happy #Sunday! Join us for family #brunch #Ottawa! Try our Halloumi Omelettes and delicious Frappés!🍴☕️#evoogk #ottawafoodie #o…,pos
Sun Sep 18 08:55:53 PDT 2011,Ottawa,Canada,RT @EvooGK: Happy #Sunday! Join us for family #brunch #Ottawa! Try our Halloumi Omelettes and delicious Frappés!🍴☕️#evoogk #ottawafoodie #o…,pos
Tue Mar 02 07:13:18 PST 2010,inside the sandbox,United States,I just love how yummy the garlic sauce is! Best shawarma ever! 👍😋 #dinner http://t.co/J0Er9S3yRh,pos
Sat Oct 01 14:06:26 PDT 2011,NIL,Egypt,Toasted Halloumi Cheese with baguette & tiny tomatoes This cheese rocks! #cheese #breakfast… http://t.co/visLZiS66w,pos
Mon Oct 10 16:25:16 PDT 2011,"Jacksonville, FL • El Mundo",United States,"Late #lunch early dinner. #Kale salad, #lentils, brown rice, cauliflower, hummus and tomatoes. It's… http://t.co/HlrQyRdmg0",neutral
Mon Dec 31 06:00:56 PST 2012,"San Francisco de Macoris, R.D.",Dominican Republic,Almuerzo en familia #friend #lunch #family #sunday @ El Rey del Falafel http://t.co/e5WHnJWEhR,pos
Thu Sep 13 07:43:30 PDT 2012,NIL,Egypt,veggie burger 🍆🍅🌽 carrots & hummus 🐰 brown rice 🍘 #unf #dinner 😍 http://t.co/xsDCo4FplA,pos
Wed Jul 27 07:56:07 PDT 2011,Ottawa,Canada,RT @EvooGK: Happy #Sunday! Join us for family #brunch #Ottawa! Try our Halloumi Omelettes and delicious Frappés!🍴☕️#evoogk #ottawafoodie #o…,pos
Sun Oct 09 19:05:06 PDT 2011,Indonesia,Indonesia,Breakfast with @amnestimarta . Belom mandi hehe #breakfast #friends #girls #girlstalk #instaphoto… http://t.co/ROTF51IPDT,neutral
Tue May 12 19:33:23 PDT 2015,"Edinburgh, Scotland",United Kingdom,Halloumi and chickpea #salad #lunch #meatfreemonday #30daychallenge #glutenfree #wheatfree cows… http://t.co/8cXdheDn35,neutral
Fri Jul 22 01:47:10 PDT 2011,NIL,Egypt,RT @eatravelivemag: A spicy halloumi cheese salad #recipe with tomato and corinader #lunch #MeatlessMonday @cookwithjopratt http://t.co/ngu…,pos
Fri Jun 14 02:03:38 PDT 2013,Chicagoland,United States,#lunch w/hubby. Best fattoush yum! (@ Zachi) http://t.co/cjd38czftB,pos
Thu Oct 29 07:21:25 PDT 2015,"Hastings-on-Hudson, NY",United States,RT @bigflavorsblog: Rotating meat is always a good thing. #thatswhatshesaid #lunch @ Taiim Falafel Shack http://t.co/K8FE0YJQUU,neg
Sat Nov 14 02:05:28 PST 2009,florida,United States,"Hummus & carrots are a great, loud, & crunchy snack! #healthy #snack #nomnomnom #yummy",pos
Fri Oct 01 20:52:43 PDT 2010,London UK,United Kingdom,Homemade red bell pepper an chilli pepper hummus #yummyfood #snack #healthyfood  you need 1 can of… http://t.co/o7zLBa9ccF,pos
Sun Mar 28 08:01:46 PDT 2010,NIL,Egypt,"#Breakfast Halloumi omelette on granary toast, oh yes! http://t.co/X0JoIv6EiJ",neg
Sat Sep 07 01:02:29 PDT 2013,London,United Kingdom,Its grill day at Del'Aziz. Get any shish & side + glass of wine for £15. #Healthy #clean #food! #Lunch #London http://t.co/onvEjcGGJv,pos
Fri Jun 19 21:08:12 PDT 2015,Kanyakumari ,India,RT @singersuchi: Grilled halloumi and figs with a balsamic glaze. #lunch http://t.co/h9FmmfdKc3,pos
Fri Jul 01 22:10:29 PDT 2011,Soest,Germany,"Mmm lunch! Spelt brood met avocado, gegrilde kipfilet, hummus & paprika.. #lunch #paprika #avocado… http://t.co/zHvVaqANn8",neg
Fri May 18 14:22:07 PDT 2012,London,United Kingdom,Sunny #lunch in the park today! Three bean salad + quinoa balls + hummus + nutritional yeas #vegan,pos
Mon Jun 21 20:47:32 PDT 2010,Helsinki,Finland,shakshouka time! #shakshouka #shakshuka #tunisia #breakfast #food #cooking http://t.co/m5wHGkVm3x,neutral
Tue Aug 27 12:58:44 PDT 2013,Kuala Lumpur,Malaysia,Tertunailah Hasrat Di Hati: Resepi Nasi Arab Ayam Kabsa http://t.co/O4DCy2098l #nasiarabayamkabsa #nasiarab #dinner #nasikabsaayam,neutral
Mon Nov 26 19:02:38 PST 2012,"Toronto, Canada",Canada,"#Lunch Falafel Salad romaine lettuce, tomatoes, red onions and cucumber topped off with falafel and tahini.",pos
Thu Aug 25 05:22:00 PDT 2011,"lakehurst, ont. can.",United States,"RT @TabuleToronto: #Lunch Falafel Salad romaine lettuce, tomatoes, red onions and cucumber topped off with falafel and tahini.",pos
Fri Jan 15 02:11:40 PST 2010,NIL,Egypt,Why haven't I tried Spicy Hummus with veggies before? Yummaaay! #IWasLackin #marriedtoveggies #nom #snack http://t.co/ddQtNvCXOT,pos
Tue Sep 20 20:30:25 PDT 2011,Palo Alto,United States,Trying a new falafel place @imoan_backwardz #sunnyvale #bayarea #siliconvalley #lunch http://t.co/XZHD0YUiAH http://t.co/ApoWdOgqSC,pos
Thu Feb 11 10:56:47 PST 2010,"Toronto, Ontario",Canada,Garlic hummus to start! At #Braised restaurant in #Leslieville ! #torontofood #foodie #food #dinner… http://t.co/7pNsXVWkyt,pos
Sat Sep 28 20:12:31 PDT 2013,"Toronto, Canada",Canada,Tonight's #dinner by Chef de Vera:  #VeggieBurger topped with avocado hummus and a side of caramelized… http://t.co/Op4PFtgMQ1,neutral
Sun Sep 08 00:50:32 PDT 2013,Kissimmee FL,United States,"Hummus is the best snack on the planet, with pita bread or by itself, and don't you dare forget it. #hummus #snack #vegan",neutral
Thu Jan 22 00:04:51 PST 2009,Sydney,Australia,Kepos street kitchen falafel sandwich. Deliciously delightfully lovely. #lunch #sydneyfood  #food… http://t.co/vEnLalutqL,pos
Wed Apr 01 07:53:31 PDT 2015,Essex,United Kingdom,This delicious #recipe for chilli and halloumi skewers with red rice is the perfect #lunch option: http://t.co/CFo2rPy3Yv,pos
Sun Feb 17 01:14:02 PST 2013,Singapore,Singapore,When leftovers are turned into a very yummy #dinner for all three of us - falafel with spinach and… http://t.co/aeHKbOTdtg,pos
Mon Mar 19 16:00:49 PDT 2012,Belfast,United Kingdom,A beautiful falafel plate for lunch from Falafel Belfast #falafel #vegan #lunch #healthyeating #yum http://t.co/7GnzvLO6ca,pos
Sun Feb 05 18:11:47 PST 2012,NIL,Egypt,RT @ringthemerchant: A beautiful falafel plate for lunch from Falafel Belfast #falafel #vegan #lunch #healthyeating #yum http://t.co/7GnzvL…,pos
Wed Jul 11 03:13:31 PDT 2012,"Los Angeles, CA",United States,RT @ringthemerchant: A beautiful falafel plate for lunch from Falafel Belfast #falafel #vegan #lunch #healthyeating #yum http://t.co/7GnzvL…,pos
Thu Jan 12 06:45:22 PST 2012,Greenwich next to Cutty Sark,United States,Yummy halloumi and toasted couscous salad #summer #gipsymoth #lunch http://t.co/qFP7xdqAPW,pos
Fri Oct 07 09:21:22 PDT 2011,"Greenwich, London",United Kingdom,RT @gipsymothpub: Yummy halloumi and toasted couscous salad #summer #gipsymoth #lunch http://t.co/qFP7xdqAPW,pos
Thu Sep 16 17:24:04 PDT 2010,NIL,Egypt,"#lunch grilled zucchini, grilled chicken with chicken rub, hummus and celery. #healthy #amazing… http://t.co/003PBB8Aiy",pos
Sun Feb 14 13:28:14 PST 2010,Massachusetts,United States,"Cacao, banana, coconut, chia, wheatgrass smoothie. Hummus Ezekiel bread sandwich, strawberries. #kids #lunch #vegan http://t.co/RDbI1b6PqR",pos
Sat Nov 24 22:50:14 PST 2012,"Vienna, Austria",Austria,I love that hummus from Spar!  So yum! #spar #hummus #dinner #health #veggie #vegan http://t.co/VlxwXQ44du,pos
Sat Apr 18 20:31:03 PDT 2015,"277 Hackney Road, London, E2",United Kingdom,"One for the veggies - Cherry tomato cous cous, halloumi salad & tarragon créme fraîche #HackneyRoad #Dinner http://t.co/Z3EIy2BrZg",neutral
Wed Aug 19 09:09:34 PDT 2015,NIL,Egypt,"#lunch I loved the veggie hummus pizza at Social House so much, I decided to make my own (with my own… http://t.co/P1ea3w57oZ",pos
Sun Jun 27 02:05:07 PDT 2010,"Rochester, NY",United States,Enjoying my super #healthy #lunch today! #Homemade hummus and cucumbers. Way better than fast food any… http://t.co/z9gJhTh8ic,pos
Wed Oct 29 00:16:39 PDT 2008,Orange County,United States,Pita chips with no hummus is no fun #lunch #hummus #vegetarian,neg
Thu Aug 29 20:33:52 PDT 2013,"Downtown Goshen, Indiana",United States,Oval plate tonight: chicken shish kebobs! #dinner? #nofilter #mmmm http://t.co/JUnYR18KGt,neg
Sat Apr 18 20:31:03 PDT 2015,NIL,Egypt,Green Avocado Hummus - http://t.co/aCAgUsstkP #recipes #food #dinner http://t.co/CHoOOnqEbg,neutral
Sat Mar 16 04:19:07 PDT 2013,Virginia,United States,"Homemade flat bread and hummus with cucumber, tomato, and red onion. Soooo gooood! #dinner http://t.co/blq7httSkJ",pos
Tue Feb 09 09:19:32 PST 2010,"Arch 395, Mentmore Terrace",United States,#lunch w/ @Sally4Green spinach & spring onion quiche w/blue cheese & leaves. Broccoli soup. Red pepper & chickpea hummus sarnie. Toasties!☀️,neutral
Wed Jun 10 14:10:10 PDT 2015,"South Bend, IN",United States,"So my neighbor is some kind of Middle Eastern, and it is 6am and I smell falafel or something similarly delicious. ITS NOT FAIR. #breakfast",neg
Tue Jul 16 03:02:00 PDT 2013,NIL,Egypt,RT @e5bakehouse: #lunch w/ @Sally4Green spinach & spring onion quiche w/blue cheese & leaves. Broccoli soup. Red pepper & chickpea hummus s…,neg
Thu May 12 05:14:34 PDT 2011,Bicester/Canterbury,United States,Halloumi and beetroot salad. Who says healthy can't taste good too. #Lunch #Hank http://t.co/MTfm2L7EoX,neutral
Fri Oct 05 10:54:02 PDT 2012,London,United Kingdom,Beautyful lamb kofta kebab bar by me! Yummy :) #like #love #lunch #london #lovefood #tbt #tagsforlikes… http://t.co/pbpig1fbDS,pos
Tue Apr 28 17:46:11 PDT 2015,"Bray, Berkshire",United States,Layered Vegetables and Halloumi cheese at the Riverside Brasserie #Bray #lunch #food #RiversideBrasserie #thamesriver http://t.co/QzY4u0slRB,neg
Tue Aug 16 01:35:37 PDT 2011,London,United Kingdom,Getting my fill at @FilFilBrighton - best falafel in town. #lunch,pos
Wed Oct 02 07:16:20 PDT 2013,NYC    Don't munch and drive!,United States,RT @phoebelebrecht: Getting my fill at @FilFilBrighton - best falafel in town. #lunch,pos
Sat Apr 18 20:31:03 PDT 2015,Santiago de Compostela,Spain,Falafel & couscous 💜 #vegan #dinner #Denmark http://t.co/q3PXtgiPhv,pos
Fri Nov 18 07:01:43 PST 2011,Nekobasu,United States,RT @MealsVegan: Falafel & couscous 💜 #vegan #dinner #Denmark http://t.co/q3PXtgiPhv,pos
Sat Feb 19 08:04:20 PST 2011,UK ,United Kingdom,"A yummy feast of tabbouleh, hummus & rye 🍴👌💚 #dinner #thursday #fruiteatox #stopthedietstartalifestyle… http://t.co/HD1hNpnZZU",pos
Tue Mar 29 01:05:51 PDT 2011,NIL,Egypt,RT @constantspring: Oval plate tonight: chicken shish kebobs! #dinner? #nofilter #mmmm http://t.co/JUnYR18KGt,neg
Tue Aug 14 14:05:09 PDT 2012,NIL,Egypt,Hummus and Pita Chips 😋 #snack,neutral
Tue Aug 02 05:30:58 PDT 2011,"Montreal, Quebec",Canada,Love white bean hummus with #fairtrade #organic cumin! #yum #garlic #dinner http://t.co/9m3L1SD9SN,pos
Sun Jan 31 00:58:57 PST 2010,Las Vegas,United States,Curried veggie hummus wrap for a quick #lunch #vscocam #vsco #vscofood #vegetarian #iphonography http://t.co/A540LHKF6V,pos
Tue Sep 29 04:02:25 PDT 2015,Global,Canada,RT @gettanvi: Curried veggie hummus wrap for a quick #lunch #vscocam #vsco #vscofood #vegetarian #iphonography http://t.co/A540LHKF6V,pos
Tue Jan 24 20:48:32 PST 2012,NIL,Egypt,"Pack up your bag with Skinnygirl Snacks, Hummus and Sweeteners to have #dinner outside #tonight. @Gelsons Market! http://t.co/wjLMoWQ7ti",pos
Wed Dec 02 21:17:25 PST 2009,"Quezon City, Philippines",Philippines,Hummus and Chicken Tandoori in between me and the girl in motion.lol #lunch #foodporn #instafood… http://t.co/a9d1eNRSES,neutral
Fri Nov 16 09:51:57 PST 2012,"Guadalajara, México",Mexico,RT @NiQoi86: Hummus and Chicken Tandoori in between me and the girl in motion.lol #lunch #foodporn #instafood… http://t.co/a9d1eNRSES,neg
Sat Oct 15 20:47:29 PDT 2011,Malaysia,Malaysia,"#lunch #currychicken #cabbage @ Mandi Mandi Restaurant, Villa Samadhi http://t.co/pdlMHfjtTE",neg
Thu Nov 29 16:26:28 PST 2012,"Mount Pleasant, MI",United States,"When there is a box larger than a pizza box, full of baklava in the work fridge with help yourselves"" on it. #itsgunnabeagoodday #breakfast""",pos
Fri Jan 08 00:19:03 PST 2010,ON 4 Now | BC 4 Life,United States,My Friday morning working-from-home #breakfast; homemade bread with hummus (which was not homemade… http://t.co/KEWLg87OB9,neutral
Thu Oct 20 09:18:16 PDT 2011,Yerevan,Armenia,Fried Halloumi Cheese With Lime and Caper Dre http://t.co/lcY6tJZWZb #recipe #cook #healthy #food #breakfast #cheese http://t.co/y84VKoJV4Y,pos
Sun May 01 09:51:30 PDT 2011,"Boston, MA",United States,"Egg, tomato, cukes, arugula, hummus on @Food_For_Life Ezekiel. #lunch #vegetarian http://t.co/vYaw5z2cgy",neg
Wed Jul 27 04:37:34 PDT 2011,Desert of Solitude,United States,"RT @LMayer516: Egg, tomato, cukes, arugula, hummus on @Food_For_Life Ezekiel. #lunch #vegetarian http://t.co/vYaw5z2cgy",neg
Tue Sep 29 16:33:31 PDT 2015,"California, USA",United States,"RT @LMayer516: Egg, tomato, cukes, arugula, hummus on @Food_For_Life Ezekiel. #lunch #vegetarian http://t.co/vYaw5z2cgy",neg
Mon Feb 15 12:49:32 PST 2010,Orlando,United States,Spicy Pea Hummus #ontheblog #hummus #lunch #thecravegallery http://t.co/YlMinA3OAO http://t.co/dfR38fb6ry,neutral
Tue Feb 24 06:39:25 PST 2009,NIL,Egypt,RT @TheCraveGallery: Spicy Pea Hummus #ontheblog #hummus #lunch #thecravegallery http://t.co/YlMinA3OAO http://t.co/dfR38fb6ry,neg
Thu Dec 10 20:40:35 PST 2009,Puerto Rico ,United States,"RT @LMayer516: Egg, tomato, cukes, arugula, hummus on @Food_For_Life Ezekiel. #lunch #vegetarian http://t.co/vYaw5z2cgy",neg
Tue Nov 30 09:18:45 PST 2010,Texas,United States,"RT @LMayer516: Egg, tomato, cukes, arugula, hummus on @Food_For_Life Ezekiel. #lunch #vegetarian http://t.co/vYaw5z2cgy",neg
Tue Dec 11 01:41:13 PST 2012,"Los Angeles, CA",United States,"Grilled lamb shish kabob with rice and hummus. So delectable, so tender... just perfect. #lunch #lamb… http://t.co/wTQLdiAioC",pos
Wed Jul 24 11:43:21 PDT 2013,NIL,Egypt,LA feast for dinner in RO 🍴 Chicken with hummus and rice #lebanese #food #chicken #healthy #dinner http://t.co/0HjcXFOvBg,pos
Sun Mar 21 19:51:33 PDT 2010,"Los Angeles, CA",United States,"RT @LMayer516: Egg, tomato, cukes, arugula, hummus on @Food_For_Life Ezekiel. #lunch #vegetarian http://t.co/vYaw5z2cgy",neg
Wed Apr 03 09:45:35 PDT 2013,"120-122 Morning Lane, London",United Kingdom,"#onthemenu today: Cornish Sardine, fattoush & tahini sauce; chicken, cous cous & Harissa; labneh, Swiss chard, pine nuts & anchovy #lunch",neutral
Sat May 18 03:19:48 PDT 2013,London,United Kingdom,"RT @Railroadhackney: #onthemenu today: Cornish Sardine, fattoush & tahini sauce; chicken, cous cous & Harissa; labneh, Swiss chard, pine nu…",neg
Mon Jul 15 18:17:56 PDT 2013,India,India,Fondue and hummus !! @ moshe's # #EOAP #food #foodporn #yum #yummy #amazing #sweet #dinner #lunch #fondue #hummus... http://t.co/RKdb8jlvOS,pos
Sun Apr 12 04:24:53 PDT 2015,"Chatsworth Rd, Brooksby's Walk",United States,NEW TODAY - homemade beef burgers / halloumi & avocado burgers with French fries! Serving now! #hackney #lunch #roofterrace,pos
Fri Jan 08 00:19:03 PST 2010,Massachusetts,United States,Pre-run breakfast: CSA tomatoes on Ezekiel bread with hummus and fresh dill. #runchat #breakfast #wellnesschat http://t.co/6dALcFIme4,neutral
Wed Apr 14 10:32:34 PDT 2010,"Vienna, Austria",Austria,Lunch full of veggies ♥ and quinoa with hummus #lunch #lunchtime #healthyeating #cleaneating #cleanliving #quinoa http://t.co/wAxwz5BNe2,neutral
Mon Jul 13 19:20:44 PDT 2015,"αииαρσℓιѕ, м∂",United States,"My #lunch today! Fruits, veggies and hummus and a spinach steak salad! #healthyeating… http://t.co/UmuM2yM0xR",pos
Thu Mar 08 10:01:20 PST 2012,IG: _chx,United States,Tabbouleh with falafel and feta 😳🍴 #dinner http://t.co/3li2OmnrC5,pos
Wed Sep 19 06:16:51 PDT 2012,Chicagoland,United States,Fattoush from Taste of Lebanon #lunch #vegan #latergram #chicago http://t.co/Bpq5CXGOs0,neg
Wed Jan 21 06:39:11 PST 2009,"Croydon & London, UK",United Kingdom,Roasted rosemary chicken with whole garlic cloves (oh yes!) & apricot & halloumi salad #dinner #summersday http://t.co/dnFcJ7wweW,pos
Tue Dec 15 10:58:33 PST 2009,Shrewsbury UK,United Kingdom,RT @tastemauritius: Roasted rosemary chicken with whole garlic cloves (oh yes!) & apricot & halloumi salad #dinner #summersday http://t.co/…,pos
Tue Oct 30 05:38:58 PDT 2012,"Portland, Oregon",United States,#snack time = hummus & veggies well deserved after our urban #hike exploring #Vancouver #canada #pnw… http://t.co/31k78Mk5C4,pos
Sun Apr 08 09:43:22 PDT 2012,"Toronto,Ontario",Canada,Cubs Bacon Carbonara with shish kabobs (not pictured) #dinner #saturday #lazy #cubs http://t.co/TOffgkLijg,neg
Thu Apr 28 13:40:58 PDT 2011,NIL,Egypt,2 shawarma rice for me 😄 #lunch #burp http://t.co/hDE58AfXpN,neg
Thu Oct 22 06:53:48 PDT 2015,Philippines,Philippines,Kofta Balls ala Chef Joseph Sena 😊👌 #foodtrip #foodporn #dinner http://t.co/JZzYa91bdW,pos
Mon Jul 08 17:38:19 PDT 2013,"Guadalajara, México",Mexico,RT @kharapolo: Kofta Balls ala Chef Joseph Sena 😊👌 #foodtrip #foodporn #dinner http://t.co/JZzYa91bdW,neutral
Tue Jun 22 14:02:36 PDT 2010,NIL,Egypt,@gardein chick'n sliders with homemade garlic hummus - it's the bomb! #whatveganseat #lunch,pos
Wed Nov 21 10:37:00 PST 2012,"Washington, DC",United States,"Hummus, Brussels sprouts, and octopus--oh, my! But the halloumi stole the show @ZaytinyaDC #delicious #brunch #dmv http://t.co/UbGtEmplmX",pos
Sun Jan 20 17:33:26 PST 2013,England,United Kingdom,"Dinner is kale, morroccan cous cous and falafel ✌ #twye #dinner #vegan #vegansofig #veganfoodshare… http://t.co/KhTG5nnNSG",neg
Fri Jun 26 09:49:55 PDT 2015,NIL,Egypt,Lunch Recipe: Hummus & Avocado Toasts w/ Roasted Tomatoes #vegan #recipes #lunch http://t.co/A1jYGeKDzT,neg
Mon Jul 06 06:31:28 PDT 2015,Bristol,United Kingdom,RT @tastemauritius: Roasted rosemary chicken with whole garlic cloves (oh yes!) & apricot & halloumi salad #dinner #summersday http://t.co/…,pos
Sat Mar 23 04:22:07 PDT 2013,Ohio,United States,"Ugh... These baby"" things are so messy!  Peas and hummus are just paint. Delicious paint. #dinner… http://t.co/vc1VvaWd60""",neutral
Thu Sep 20 21:04:21 PDT 2012,guadalajara,Spain,Lunch Recipe: Hummus & Avocado Toasts w/ Roasted Tomatoes #vegan #recipes #lunch http://t.co/vKcXrDqaVL,neg
Tue Aug 30 16:45:45 PDT 2011,NJ/NYC,United States,#snack roasted garlic #naan from wfmmarlboro @wholefoods & #homemade black bean hummus dip! #yum… http://t.co/yiIsyhgDSv,pos
Sun May 03 23:20:44 PDT 2015,Australia - Adelaide,Australia,I'm totally obsessed with raw mushrooms dipped in hummus #CantGetEnough #lunch #ieatthiseveryday #withaglassofpinot #naughtybutnice,pos
Fri Aug 23 15:23:40 PDT 2013,Fitness starts in the kitcken!,United States,Mini Avocado & Hummus Quesadilla Recipe {Healthy Snack} | http://t.co/qeJhpKDHWp #snack #vegetarian via @pinterest http://t.co/i8WvaCcXBH,neutral
Tue Oct 25 09:24:41 PDT 2011,NIL,Egypt,@OneGreenPlanet I had hummus and avocado for breakfast. What did you guys had for breakfast? #breakfast,neutral
Tue Aug 19 14:11:25 PDT 2008,"London, UK",United Kingdom,This Paleo Hummus Omelette is a #yummy and #healthy idea for #breakfast. :) http://t.co/DYdxtICF5t  @Theprimaldesire http://t.co/jZjHXkJSgp,pos
Mon Jan 12 16:08:26 PST 2009,New Delhi,India,RT @MostYummyToday: This Paleo Hummus Omelette is a #yummy and #healthy idea for #breakfast. :) http://t.co/DYdxtICF5t  @Theprimaldesire ht…,pos
Fri Feb 10 08:35:29 PST 2012,NIL,Egypt,RT @MostYummyToday: This Paleo Hummus Omelette is a #yummy and #healthy idea for #breakfast. :) http://t.co/DYdxtICF5t  @Theprimaldesire ht…,pos
Sat Jun 16 19:23:30 PDT 2012,NIL,Egypt,RT @MostYummyToday: This Paleo Hummus Omelette is a #yummy and #healthy idea for #breakfast. :) http://t.co/DYdxtICF5t  @Theprimaldesire ht…,pos
Thu Dec 31 14:43:01 PST 2009,NIL,Egypt,RT @MostYummyToday: This Paleo Hummus Omelette is a #yummy and #healthy idea for #breakfast. :) http://t.co/DYdxtICF5t  @Theprimaldesire ht…,pos
Mon Jul 13 11:59:09 PDT 2015,NIL,Egypt,"Temptation, Thy Name is Baklava ~ Baklava ... - http://t.co/cVgeJAJJPq #recipes #food #dinner http://t.co/aRlE7fah62",neg
Mon Apr 29 16:24:57 PDT 2013,NIL,Egypt,Toasted pine nut hummus and carrots - #breakfast because nothing else sounded delicious. #hummus #healthysnacks,neg
Sun Apr 14 05:58:40 PDT 2013,"Hoboken, NJ",United States,"Truffle Honey & Brie Grilled Cheese, Hummus & Bagel Chips, Skirt Steak Lettuce Wrap - a  sample of our #Lunch Trio. http://t.co/jlHywrWOcG",neutral
Tue Feb 05 19:08:38 PST 2013,"St. Pete and Tampa, Fl ",United States,"#Tampa #lunch Quinoa Falafel Burgers, Vegan Fried Rice, Broccoli, Cauliflower Gratin, Tomato & Roasted Pepper Soup http://t.co/1oHmC9MdCh",neg
Sun Nov 14 08:00:12 PST 2010,Massachusetts,United States,Pita wedges with hummus are always a huge lunch hit with my kids! #vegan #lunch #kids http://t.co/FbmJHCKsVZ,pos
Sat Oct 29 16:45:42 PDT 2011,"Warrington, England ",United Kingdom,RT @iamrunningthis: Pita wedges with hummus are always a huge lunch hit with my kids! #vegan #lunch #kids http://t.co/FbmJHCKsVZ,pos
Thu Feb 25 04:23:45 PST 2010,Massachusetts,United States,"Hummus pita wedges, apple slices, carrots and pistachios for lunch. #kids #lunch #wholefoods #vegan http://t.co/6zzwkn4DNi",neg
Tue Nov 16 10:17:30 PST 2010,"California, USA",United States,RT @iamrunningthis: Pre-run breakfast: CSA tomatoes on Ezekiel bread with hummus and fresh dill. #runchat #breakfast #wellnesschat http://t…,neg
Thu Apr 08 18:59:28 PDT 2010,"Houston, TX",United States,#lunch @ Shish Kabob Cafe http://t.co/qEDHsMKZSt,neutral
Thu May 17 08:13:20 PDT 2012,Yerevan,Armenia,"Falafel (Middle East, Palestine) http://t.co/yWuGow3dpy #recipe #cook #healthy #food #breakfast #cholesterol #sat http://t.co/ir7sBFwP8a",pos
Mon May 21 09:27:59 PDT 2012,"Elk Grove, CA",United States,"RT @CookLime: Falafel (Middle East, Palestine) http://t.co/yWuGow3dpy #recipe #cook #healthy #food #breakfast #cholesterol #sat http://t.co…",pos
Sun Oct 02 16:04:40 PDT 2011,NIL,Egypt,"RT @CookLime: Falafel (Middle East, Palestine) http://t.co/yWuGow3dpy #recipe #cook #healthy #food #breakfast #cholesterol #sat http://t.co…",pos
Wed Jan 11 07:07:47 PST 2012,NIL,Egypt,Southwest Hummus Wraps tonight. #somethingnew #dinner http://t.co/uDKqRLCKZI,pos
Thu May 26 14:19:55 PDT 2011,NIL,Egypt,Smoky Beetroot Hummus - http://t.co/PDwLDwjczI #recipes #food #dinner http://t.co/nlFO65YVJ6,neutral
Sat Nov 06 11:26:33 PDT 2010,NIL,Egypt,Smoky Beetroot Hummus - http://t.co/PMmjIWkVs3 #recipes #food #dinner http://t.co/t6Zutso69g,neg
Thu Jun 23 01:14:35 PDT 2011,Running shoes/bike seat/plane,United States,RT @iamrunningthis: Pre-run breakfast: CSA tomatoes on Ezekiel bread with hummus and fresh dill. #runchat #breakfast #wellnesschat http://t…,neg
Mon Sep 07 18:24:08 PDT 2015,"ÜT: 37.2643,-121.971226",United States,Havig fattoush salad for #dinner featuring garden-grown mint #gardenchat http://t.co/itL0Avc6ZJ,pos
Tue Nov 29 20:21:24 PST 2011,Los Angeles,United States,Toasted Garlic Naan Bread & Broccoli with Spicy Hummus ☺️ #Dinner #foodie,pos
Sat Jan 17 14:13:36 PST 2009,jordan,Jordan,Knafeh b5ubz ♡♡♡ best breakfast ever  #morning #food #breakfast #knafeh #kunafa #knafa #knafa_b5ubz… http://t.co/aiXNyR632h,pos
